PID pid_obj(2.3, 0 , 0.14)
Time, Theta, Acc, Vel
14964, 20.34, -0.47, 7.62
20596, 48.63, -4.65, -11.18
22376, 48.63, -4.65, -12.00
24172, 48.63, -1.12, -12.18
25976, 48.63, -1.12, -12.35
31724, 62.79, -3.18, -25.37
-31972, 62.79, -3.18, -26.11
-30156, 62.79, -1.44, -26.34
-24424, 51.26, 0.24, -25.38
-22652, 51.26, 0.24, -25.34
-20852, 51.26, -1.18, -25.53
-15152, 23.00, 2.95, -13.60
-13396, 23.00, 2.95, -13.09
-11612, 23.00, -0.53, -13.18
-9816, 23.00, -0.53, -13.26
-4132, -6.66, 3.83, 2.42
-2484, -6.66, 3.83, 3.11
-820, -6.66, 0.15, 3.14
792, -6.66, 0.15, 3.16
6304, -43.20, 5.65, 26.18
8080, -43.20, 5.65, 27.47
9828, -43.20, 0.99, 27.64
15460, -64.01, 4.07, 44.11
17228, -64.01, 4.07, 44.82
19024, -64.01, 1.47, 45.07
24700, -55.96, 0.29, 46.25
26472, -55.96, 0.29, 46.30
28264, -55.96, 1.29, 46.51
30128, -55.96, 1.29, 46.81
-29712, -27.97, -2.81, 35.41
-27920, -27.97, -2.81, 34.90
-26112, -27.97, 0.64, 35.01
-20424, 19.78, -6.36, 9.27
-18700, 19.78, -6.36, 8.18
-16936, 19.78, -0.45, 8.10
-15188, 19.78, -0.45, 8.03
-9548, 50.56, -5.00, -12.27
-7812, 50.56, -5.00, -13.15
-6056, 50.56, -1.16, -13.35
-400, 72.43, -4.38, -31.11
1360, 72.43, -4.38, -32.13
3112, 72.43, -1.67, -32.41
4872, 72.43, -1.67, -32.68
10516, 67.99, -1.01, -36.77
12284, 67.99, -1.01, -36.94
14080, 67.99, -1.56, -37.20
19784, 43.34, 2.04, -28.91
21556, 43.34, 2.04, -28.54
23340, 43.34, -1.00, -28.70
25140, 43.34, -1.00, -28.87
30872, 2.75, 4.92, -8.74
32552, 2.75, 4.92, -7.87
-31276, 2.75, -0.06, -7.88
-25692, -43.01, 6.75, 19.47
-23912, -43.01, 6.75, 20.66
-22112, -43.01, 0.99, 20.82
-20308, -43.01, 0.99, 20.99
-14552, -67.26, 4.50, 39.60
-12776, -67.26, 4.50, 40.40
-10976, -67.26, 1.55, 40.65
-5264, -56.40, -0.04, 40.49
-3532, -56.40, -0.04, 40.48
-1792, -56.40, 1.30, 40.69
3848, -28.95, -2.76, 29.53
5592, -28.95, -2.76, 29.03
7352, -28.95, 0.67, 29.15
9092, -28.95, 0.67, 29.25
14724, -7.12, -2.56, 18.91
16468, -7.12, -2.56, 18.42
18220, -7.12, 0.16, 18.45
23852, 25.72, -4.69, -0.48
25568, 25.72, -4.69, -1.29
27332, 25.72, -0.59, -1.39
29084, 25.72, -0.59, -1.48
-30816, 46.17, -3.61, -16.12
-29024, 46.17, -3.61, -16.74
-27212, 46.17, -1.06, -16.91
-21516, 56.78, -2.62, -27.49
-19672, 56.78, -2.62, -28.10
-17860, 56.78, -1.31, -28.31
-16044, 56.78, -1.31, -28.52
-10344, 78.47, -4.48, -46.65
-8556, 78.47, -4.48, -47.44
-6792, 78.47, -1.80, -47.72
-1144, 122.08, -8.24, -81.10
700, 122.08, -8.24, -83.04
2448, 122.08, -2.81, -83.49
8132, 176.88, -10.85, -127.40
10064, 176.88, -10.85, -129.82
12016, 176.88, -4.07, -130.48
13920, 176.88, -4.07, -131.14
19772, 232.28, -11.99, -180.45
21708, 232.28, -11.99, -182.56
23664, 232.28, -5.34, -183.48
29536, 287.05, -13.14, -237.79
31520, 287.05, -13.14, -240.79
-32060, 287.05, -6.60, -241.90
-26188, 323.49, -11.80, -290.62
-24244, 323.49, -11.80, -292.69
-22220, 323.49, -7.44, -294.36
-16332, 339.48, -9.72, -334.52
-14448, 339.48, -9.72, -336.23
-12472, 339.48, -7.81, -337.92
-6608, 333.33, -6.93, -366.33
-4756, 333.33, -6.93, -367.55
-2828, 333.33, -7.67, -369.27
2992, 309.16, -4.19, -386.51
4840, 309.16, -4.19, -387.23
6768, 309.16, -7.11, -388.82
12572, 275.13, -2.21, -397.87
14464, 275.13, -2.21, -398.27
16448, 275.13, -6.33, -399.74
18356, 275.13, -6.33, -400.77
24296, 247.19, -2.38, -410.72
26180, 247.19, -2.38, -411.13
28152, 247.19, -5.69, -412.36
-31512, 230.68, -3.33, -426.05
-29624, 230.68, -3.33, -426.65
-27656, 230.68, -5.31, -427.80
-21776, 221.82, -4.04, -444.46
-19892, 221.82, -4.04, -445.17
-17924, 221.82, -5.10, -446.28
-12036, 199.89, -1.98, -454.45
-10148, 199.89, -1.98, -454.80
-8184, 199.89, -4.60, -455.81
-2356, 168.75, -0.13, -456.35
-516, 168.75, -0.13, -456.37
1356, 168.75, -3.88, -457.21
7156, 141.10, 0.11, -456.77
8988, 141.10, 0.11, -456.75
10892, 141.10, -3.25, -457.46
12808, 141.10, -3.25, -457.97
18716, 125.90, -1.09, -462.49
20592, 125.90, -1.09, -462.69
22544, 125.90, -2.90, -463.37
28396, 122.59, -2.42, -473.35
30280, 122.59, -2.42, -473.76
32248, 122.59, -2.82, -474.37
-27408, 121.07, -2.60, -485.11
-25524, 121.07, -2.60, -485.58
-23568, 121.07, -2.78, -486.18
-17708, 98.79, 0.40, -484.55
-15888, 98.79, 0.40, -484.48
-13984, 98.79, -2.27, -484.98
-8152, 59.88, 3.32, -471.28
-6372, 59.88, 3.32, -470.70
-4508, 59.88, -1.38, -470.99
-2692, 59.88, -1.38, -471.22
3164, 23.40, 3.84, -455.04
4924, 23.40, 3.84, -454.38
6776, 23.40, -0.54, -454.50
12544, 2.96, 2.42, -444.49
14320, 2.96, 2.42, -444.06
16176, 2.96, -0.07, -444.08
21928, -0.32, 0.41, -442.40
23704, -0.32, 0.41, -442.32
25564, -0.32, 0.01, -442.32
27360, -0.32, 0.01, -442.32
-32344, -11.93, 1.67, -435.30
-30500, -11.93, 1.67, -435.01
-28584, -11.93, 0.27, -434.95
-22736, -39.12, 4.17, -417.66
-20884, -39.12, 4.17, -416.93
-18960, -39.12, 0.90, -416.74
-13112, -74.87, 6.02, -391.75
-11276, -74.87, 6.02, -390.64
-9356, -74.87, 1.72, -390.26
-3592, -119.55, 8.20, -356.63
-1744, -119.55, 8.20, -355.18
184, -119.55, 2.75, -354.55
1996, -119.55, 2.75, -354.06
7848, -160.35, 8.58, -318.35
9692, -160.35, 8.58, -316.84
11616, -160.35, 3.69, -316.00
17484, -183.90, 7.05, -286.86
19352, -183.90, 7.05, -285.62
21308, -183.90, 4.23, -284.67
27172, -189.74, 5.06, -263.85
29056, -189.74, 5.06, -262.96
31020, -189.74, 4.36, -262.01
-28632, -204.70, 6.50, -235.16
-26752, -204.70, 6.50, -233.99
-24840, -204.70, 4.71, -233.19
-18952, -237.08, 9.32, -194.63
-17000, -237.08, 9.32, -192.43
-15088, -237.08, 5.45, -191.55
-9208, -277.31, 11.20, -145.25
-7312, -277.31, 11.20, -143.28
-5392, -277.31, 6.38, -142.20
428, -314.07, 11.67, -94.22
2220, -314.07, 11.67, -92.07
4072, -314.07, 7.22, -90.83
5880, -314.07, 7.22, -89.61
11644, -320.67, 8.18, -56.01
13484, -320.67, 8.18, -54.47
15340, -320.67, 7.38, -53.23
21084, -297.65, 4.03, -36.96
22920, -297.65, 4.03, -36.25
24780, -297.65, 6.85, -35.13
30532, -259.00, 1.23, -30.13
32368, -259.00, 1.23, -29.90
-31332, -259.00, 5.96, -28.92
-29472, -259.00, 5.96, -27.92
-23700, -213.73, -0.59, -30.35
-21848, -213.73, -0.59, -30.46
-19928, -213.73, 4.92, -29.39
-14140, -159.56, -2.92, -41.31
-12296, -159.56, -2.92, -41.84
-10424, -159.56, 3.67, -41.22
-4628, -90.27, -6.32, -67.09
-2820, -90.27, -6.32, -68.58
-1060, -90.27, 2.08, -68.25
700, -90.27, 2.08, -67.91
6328, -9.71, -9.84, -108.05
8124, -9.71, -9.84, -110.41
9884, -9.71, 0.22, -110.38
15504, 43.97, -7.74, -141.48
17388, 43.97, -7.74, -143.21
19248, 43.97, -1.01, -143.37
25036, 74.30, -5.39, -165.44
26872, 74.30, -5.39, -166.38
28716, 74.30, -1.71, -166.67
30568, 74.30, -1.71, -166.95
-29184, 84.15, -3.13, -179.75
-27284, 84.15, -3.13, -180.46
-25420, 84.15, -1.94, -180.78
-19616, 81.36, -1.53, -187.07
-17788, 81.36, -1.53, -187.34
-15920, 81.36, -1.87, -187.63
-10104, 67.18, 0.17, -186.92
-8228, 67.18, 0.17, -186.88
-6432, 67.18, -1.55, -187.13
-700, 56.38, 0.03, -187.01
1020, 56.38, 0.03, -187.00
2800, 56.38, -1.30, -187.22
4664, 56.38, -1.30, -187.51
10448, 46.92, 0.07, -187.21
12252, 46.92, 0.07, -187.20
14084, 46.92, -1.08, -187.37
19868, 38.83, 0.09, -187.01
21736, 38.83, 0.09, -186.99
23572, 38.83, -0.89, -187.14
29344, 33.01, -0.05, -187.34
31156, 33.01, -0.05, -187.35
-32536, 33.01, -0.76, -187.47
-30620, 33.01, -0.76, -187.64
-24812, 10.55, 2.47, -177.45
-22976, 10.55, 2.47, -177.00
-21136, 10.55, -0.24, -177.04
-15340, -14.81, 3.42, -163.01
-13504, -14.81, 3.42, -162.38
-11644, -14.81, 0.34, -162.33
-5836, -30.02, 2.53, -151.97
-4040, -30.02, 2.53, -151.50
-2248, -30.02, 0.69, -151.38
-444, -30.02, 0.69, -151.27
5304, -46.02, 3.02, -138.77
7076, -46.02, 3.02, -138.24
8936, -46.02, 1.06, -138.00
14608, -42.74, 0.58, -135.67
16496, -42.74, 0.58, -135.53
18344, -42.74, 0.98, -135.37
24128, -19.93, -2.31, -144.83
25976, -19.93, -2.31, -145.24
27848, -19.93, 0.46, -145.16
29708, -19.93, 0.46, -145.08
-30028, 5.62, -3.22, -158.37
-28236, 5.62, -3.22, -158.93
-26364, 5.62, -0.13, -158.96
-20668, 18.59, -2.03, -167.17
-18780, 18.59, -2.03, -167.64
-16920, 18.59, -0.43, -167.71
-11096, 6.00, 1.38, -162.01
-9328, 6.00, 1.38, -161.77
-7584, 6.00, -0.14, -161.79
-5824, 6.00, -0.14, -161.82
-104, -16.96, 3.21, -148.54
1644, -16.96, 3.21, -147.96
3504, -16.96, 0.39, -147.88
9172, -33.32, 2.80, -136.63
11020, -33.32, 2.80, -135.97
12872, -33.32, 0.77, -135.85
18676, -39.80, 1.70, -128.86
20504, -39.80, 1.70, -128.54
22340, -39.80, 0.92, -128.39
24196, -39.80, 0.92, -128.23
29976, -33.60, 0.02, -128.15
31792, -33.60, 0.02, -128.15
-31904, -33.60, 0.77, -128.02
-26096, -18.02, -1.47, -134.08
-24260, -18.02, -1.47, -134.34
-22392, -18.02, 0.41, -134.27
-16584, -10.35, -0.69, -137.11
-14732, -10.35, -0.69, -137.23
-12864, -10.35, 0.24, -137.19
-7032, -0.19, -1.22, -142.24
-5288, -0.19, -1.22, -142.46
-3520, -0.19, 0.00, -142.46
-1784, -0.19, 0.00, -142.46
3920, 16.36, -2.41, -152.42
5704, 16.36, -2.41, -152.83
7568, 16.36, -0.38, -152.91
13236, 34.08, -2.99, -164.93
15120, 34.08, -2.99, -165.62
16972, 34.08, -0.78, -165.74
22736, 40.77, -1.75, -172.89
24564, 40.77, -1.75, -173.20
26408, 40.77, -0.94, -173.36
28260, 40.77, -0.94, -173.51
-31476, 36.66, -0.35, -174.93
-29584, 36.66, -0.35, -175.01
-27736, 36.66, -0.84, -175.15
-21924, 23.31, 1.08, -170.71
-20104, 23.31, 1.08, -170.53
-18252, 23.31, -0.54, -170.61
-12448, 2.79, 2.43, -160.66
-10664, 2.79, 2.43, -160.24
-8860, 2.79, -0.06, -160.25
-7108, 2.79, -0.06, -160.26
-1404, -10.81, 1.92, -152.34
396, -10.81, 1.92, -151.99
2212, -10.81, 0.25, -151.93
7908, -17.91, 1.29, -146.70
9752, -17.91, 1.29, -146.40
11556, -17.91, 0.41, -146.33
17360, -14.89, -0.02, -146.43
19180, -14.89, -0.02, -146.43
21032, -14.89, 0.34, -146.38
22888, -14.89, 0.34, -146.32
28720, -3.86, -1.24, -151.46
30508, -3.86, -1.24, -151.68
32380, -3.86, 0.09, -151.66
-27452, 7.18, -1.52, -157.86
-25608, 7.18, -1.52, -158.22
-23800, 7.18, -0.17, -158.25
-18024, 0.73, 0.77, -155.08
-16256, 0.73, 0.77, -154.94
-14468, 0.73, -0.02, -154.95
-12676, 0.73, -0.02, -154.95
-6900, -16.69, 2.50, -144.58
-5108, -16.69, 2.50, -144.11
-3248, -16.69, 0.38, -144.03
2416, -33.27, 2.82, -132.68
4212, -33.27, 2.82, -132.14
6064, -33.27, 0.77, -131.97
11780, -48.28, 2.96, -119.95
13620, -48.28, 2.96, -119.43
15536, -48.28, 1.11, -119.18
17396, -48.28, 1.11, -118.99
23168, -55.84, 2.21, -110.01
25056, -55.84, 2.21, -109.51
26924, -55.84, 1.28, -109.29
32672, -53.20, 0.90, -105.64
-30988, -53.20, 0.90, -105.43
-29136, -53.20, 1.22, -105.22
-23356, -40.15, -0.66, -107.93
-21456, -40.15, -0.66, -108.08
-19604, -40.15, 0.92, -107.93
-13852, -22.59, -1.62, -114.51
-11952, -22.59, -1.62, -114.88
-10088, -22.59, 0.52, -114.79
-8240, -22.59, 0.52, -114.71
-2448, -10.48, -1.23, -119.80
-648, -10.48, -1.23, -120.02
1116, -10.48, 0.24, -119.97
6868, -5.10, -0.54, -122.19
8608, -5.10, -0.54, -122.29
10372, -5.10, 0.12, -122.27
16128, -8.01, 0.54, -120.04
17900, -8.01, 0.54, -119.95
19696, -8.01, 0.18, -119.92
21488, -8.01, 0.18, -119.89
27256, -13.56, 0.99, -115.81
29092, -13.56, 0.99, -115.63
30936, -13.56, 0.31, -115.58
-28788, -15.75, 0.63, -112.99
-26956, -15.75, 0.63, -112.88
-25096, -15.75, 0.36, -112.82
-19272, -16.61, 0.49, -110.82
-17440, -16.61, 0.49, -110.73
-15588, -16.61, 0.38, -110.66
-13732, -16.61, 0.38, -110.60
-7908, -9.13, -0.69, -113.47
-6164, -9.13, -0.69, -113.59
-4392, -9.13, 0.21, -113.56
1328, 3.53, -1.64, -120.29
3068, 3.53, -1.64, -120.58
4828, 3.53, -0.08, -120.60
10524, 6.18, -0.47, -122.53
12304, 6.18, -0.47, -122.61
14096, 6.18, -0.14, -122.63
15896, 6.18, -0.14, -122.66
21664, 6.53, -0.19, -123.45
23440, 6.53, -0.19, -123.48
25244, 6.53, -0.15, -123.51
30984, 2.69, 0.41, -121.85
32752, 2.69, 0.41, -121.78
-30992, 2.69, -0.06, -121.79
-29192, 2.69, -0.06, -121.80
-23416, -7.64, 1.43, -115.86
-21628, -7.64, 1.43, -115.60
-19824, -7.64, 0.18, -115.57
-14080, -14.40, 1.16, -110.83
-12244, -14.40, 1.16, -110.61
-10396, -14.40, 0.33, -110.56
-4576, -17.09, 0.72, -107.60
-2804, -17.09, 0.72, -107.48
-992, -17.09, 0.39, -107.41
748, -17.09, 0.39, -107.34
6432, -11.90, -0.37, -108.84
8212, -11.90, -0.37, -108.91
10012, -11.90, 0.27, -108.86
15824, -7.15, -0.41, -110.56
17616, -7.15, -0.41, -110.64
19420, -7.15, 0.16, -110.61
25156, -13.28, 1.06, -106.29
26992, -13.28, 1.06, -106.11
28844, -13.28, 0.31, -106.06
30692, -13.28, 0.31, -106.01
-29040, -22.84, 1.68, -99.10
-27256, -22.84, 1.68, -98.80
-25456, -22.84, 0.53, -98.71
-19756, -32.03, 1.87, -91.15
-17904, -32.03, 1.87, -90.71
-16096, -32.03, 0.74, -90.59
-10380, -46.20, 2.80, -79.16
-8596, -46.20, 2.80, -78.66
-6840, -46.20, 1.06, -78.48
-5032, -46.20, 1.06, -78.24
628, -57.52, 2.73, -67.14
2328, -57.52, 2.73, -66.66
4088, -57.52, 1.32, -66.44
9732, -56.31, 1.14, -61.80
11532, -56.31, 1.14, -61.53
13344, -56.31, 1.30, -61.31
15148, -56.31, 1.30, -61.09
20852, -44.10, -0.49, -63.08
22628, -44.10, -0.49, -63.17
24424, -44.10, 1.01, -63.00
30156, -38.06, 0.13, -62.45
31932, -38.06, 0.13, -62.43
-31812, -38.06, 0.88, -62.29
-26108, -27.23, -0.71, -65.16
-24312, -27.23, -0.71, -65.28
-22484, -27.23, 0.63, -65.18
-20676, -27.23, 0.63, -65.07
-14884, -9.33, -1.96, -73.19
-13124, -9.33, -1.96, -73.56
-11368, -9.33, 0.21, -73.53
-5660, -0.76, -1.04, -77.79
-3908, -0.76, -1.04, -78.05
-2208, -0.76, 0.02, -78.04
-516, -0.76, 0.02, -78.04
5056, 7.41, -1.20, -82.96
6736, 7.41, -1.20, -83.16
8500, 7.41, -0.17, -83.20
14088, 6.79, -0.08, -83.52
15808, 6.79, -0.08, -83.53
17560, 6.79, -0.16, -83.56
19304, 6.79, -0.16, -83.58
25068, -0.41, 0.89, -79.88
26796, -0.41, 0.89, -79.71
28544, -0.41, 0.01, -79.71
-31320, -10.55, 1.50, -73.58
-29536, -10.55, 1.50, -73.31
-27728, -10.55, 0.24, -73.26
-25916, -10.55, 0.24, -73.22
-20204, -23.06, 2.07, -64.82
-18424, -23.06, 2.07, -64.43
-16632, -23.06, 0.53, -64.35
-10884, -31.15, 1.71, -57.35
-9088, -31.15, 1.71, -57.04
-7324, -31.15, 0.72, -56.93
-1692, -39.68, 1.98, -48.97
52, -39.68, 1.98, -48.61
1708, -39.68, 0.91, -48.47
3460, -39.68, 0.91, -48.32
9152, -36.24, 0.41, -46.64
10892, -36.24, 0.41, -46.57
12696, -36.24, 0.83, -46.43
18384, -32.23, 0.25, -45.43
20168, -32.23, 0.25, -45.39
21972, -32.23, 0.74, -45.27
23792, -32.23, 0.74, -45.14
29472, -14.97, -1.79, -52.39
31320, -14.97, -1.79, -52.81
-32404, -14.97, 0.34, -52.75
-26684, -1.21, -1.66, -59.54
-24928, -1.21, -1.66, -59.85
-23160, -1.21, 0.03, -59.84
-21404, -1.21, 0.03, -59.84
-15688, 3.43, -0.65, -62.52
-13956, 3.43, -0.65, -62.64
-12192, 3.43, -0.08, -62.65
-6532, 6.75, -0.57, -64.96
-4844, 6.75, -0.57, -65.06
-3144, 6.75, -0.16, -65.08
-1436, 6.75, -0.16, -65.11
4276, -0.81, 0.95, -61.16
5956, -0.81, 0.95, -60.99
7652, -0.81, 0.02, -60.98
13212, -16.68, 2.39, -51.34
14996, -16.68, 2.39, -50.92
16804, -16.68, 0.38, -50.86
18596, -16.68, 0.38, -50.79
24376, -27.44, 1.94, -42.75
26156, -27.44, 1.94, -42.41
27964, -27.44, 0.63, -42.31
-31884, -41.08, 2.63, -31.68
-30100, -41.08, 2.63, -31.22
-28288, -41.08, 0.94, -31.06
-22576, -40.92, 0.92, -27.30
-20796, -40.92, 0.92, -27.14
-18984, -40.92, 0.94, -26.98
-17180, -40.92, 0.94, -26.83
-11472, -41.28, 0.99, -22.79
-9692, -41.28, 0.99, -22.62
-7924, -41.28, 0.95, -22.46
-2268, -37.15, 0.34, -21.06
-532, -37.15, 0.34, -21.00
1164, -37.15, 0.85, -20.86
2968, -37.15, 0.85, -20.66
8604, -21.12, -1.51, -26.77
10352, -21.12, -1.51, -27.05
12152, -21.12, 0.49, -26.97
17864, 3.20, -3.07, -39.44
19588, 3.20, -3.07, -40.01
21332, 3.20, -0.07, -40.02
23064, 3.20, -0.07, -40.03
28784, 29.07, -3.86, -55.99
30556, 29.07, -3.86, -56.67
32356, 29.07, -0.67, -56.78
-27480, 23.50, 0.15, -56.18
-25712, 23.50, 0.15, -56.15
-23920, 23.50, -0.54, -56.24
-18184, 10.54, 1.34, -50.73
-16408, 10.54, 1.34, -50.50
-14612, 10.54, -0.24, -50.54
-12812, 10.54, -0.24, -50.58
-7084, -10.02, 2.76, -39.34
-5348, -10.02, 2.76, -38.86
-3580, -10.02, 0.23, -38.82
2072, -26.55, 2.67, -27.98
3804, -26.55, 2.67, -27.50
5560, -26.55, 0.61, -27.40
7308, -26.55, 0.61, -27.29
12952, -48.40, 3.83, -11.76
14736, -48.40, 3.83, -11.07
16532, -48.40, 1.11, -10.88
22228, -66.60, 3.78, 4.40
23948, -66.60, 3.78, 5.08
25692, -66.60, 1.53, 5.34
27432, -66.60, 1.53, 5.60
-32448, -61.62, 0.80, 8.85
-30728, -61.62, 0.80, 8.99
-28976, -61.62, 1.42, 9.22
-23344, -36.43, -2.31, -0.06
-21612, -36.43, -2.31, -0.47
-19840, -36.43, 0.84, -0.32
-18088, -36.43, 0.84, -0.19
-12416, -10.30, -3.00, -12.47
-10628, -10.30, -3.00, -13.01
-8828, -10.30, 0.24, -12.97
-3084, 2.21, -1.58, -19.53
-1388, 2.21, -1.58, -19.82
332, 2.21, -0.05, -19.83
1968, 2.21, -0.05, -19.84
7556, -4.31, 0.92, -16.11
9248, -4.31, 0.92, -15.94
10948, -4.31, 0.10, -15.92
16576, -17.10, 1.99, -7.88
18296, -17.10, 1.99, -7.53
20056, -17.10, 0.39, -7.46
21808, -17.10, 0.39, -7.39
27444, -44.51, 4.44, 10.64
29224, -44.51, 4.44, 11.42
31028, -44.51, 1.02, 11.59
-28808, -78.88, 6.05, 36.20
-26980, -78.88, 6.05, 37.60
-25176, -78.88, 1.81, 37.91
-19480, -96.70, 4.42, 55.80
-17708, -96.70, 4.42, 56.58
-15908, -96.70, 2.22, 56.94
-14104, -96.70, 2.22, 57.32
-8328, -88.67, 1.06, 61.71
-6592, -88.67, 1.06, 61.89
-4844, -88.67, 2.04, 62.24
800, -60.44, -2.13, 53.61
2500, -60.44, -2.13, 53.24
4268, -60.44, 1.39, 53.46
6012, -60.44, 1.39, 53.70
11720, -22.12, -4.21, 36.35
13512, -22.12, -4.21, 35.61
15320, -22.12, 0.51, 35.69
20988, 15.74, -5.06, 15.36
22760, 15.74, -5.06, 14.49
24548, 15.74, -0.36, 14.44
26344, 15.74, -0.36, 14.38
32056, 33.31, -2.93, 2.45
-31760, 33.31, -2.93, 1.94
-29996, 33.31, -0.77, 1.82
-24340, 33.63, -0.81, -1.48
-22620, 33.63, -0.81, -1.62
-20860, 33.63, -0.77, -1.75
-19100, 33.63, -0.77, -1.88
-13424, 32.55, -0.62, -4.40
-11700, 32.55, -0.62, -4.51
-9936, 32.55, -0.75, -4.63
-4312, 26.01, 0.22, -3.73
-2636, 26.01, 0.22, -3.69
-940, 26.01, -0.60, -3.79
700, 26.01, -0.60, -3.89
6232, 12.54, 1.43, 1.88
7900, 12.54, 1.43, 2.13
9596, 12.54, -0.29, 2.08
15176, -3.93, 2.17, 10.87
16908, -3.93, 2.17, 11.25
18668, -3.93, 0.09, 11.26
20408, -3.93, 0.09, 11.28
26036, -18.80, 2.29, 20.55
27868, -18.80, 2.29, 21.11
29660, -18.80, 0.43, 21.19
-30204, -28.16, 1.81, 28.49
-28420, -28.16, 1.81, 28.81
-26612, -28.16, 0.65, 28.92
-24816, -28.16, 0.65, 29.03
-19072, -35.21, 1.67, 35.89
-17288, -35.21, 1.67, 36.19
-15484, -35.21, 0.81, 36.33
-9740, -36.34, 0.97, 40.31
-8004, -36.34, 0.97, 40.48
-6264, -36.34, 0.84, 40.62
-640, -20.32, -1.54, 34.43
1060, -20.32, -1.54, 34.15
2820, -20.32, 0.47, 34.23
4560, -20.32, 0.47, 34.31
10204, -13.87, -0.48, 32.35
11988, -13.87, -0.48, 32.26
13788, -13.87, 0.32, 32.31
19492, -10.82, -0.13, 31.80
21264, -10.82, -0.13, 31.77
23124, -10.82, 0.25, 31.83
24920, -10.82, 0.25, 31.87
30632, -10.65, 0.22, 32.79
32412, -10.65, 0.22, 32.83
-31332, -10.65, 0.24, 32.87
-25620, -22.57, 1.98, 40.95
-23840, -22.57, 1.98, 41.30
-22040, -22.57, 0.52, 41.38
-20240, -22.57, 0.52, 41.47
-14456, -45.66, 3.86, 57.45
-12676, -45.66, 3.86, 58.11
-10864, -45.66, 1.05, 58.29
-5152, -46.64, 1.19, 63.15
-3408, -46.64, 1.19, 63.37
-1648, -46.64, 1.07, 63.55
4028, -43.35, 0.59, 65.97
5760, -43.35, 0.59, 66.07
7496, -43.35, 1.00, 66.23
9248, -43.35, 1.00, 66.41
14908, -36.52, -0.01, 66.37
16680, -36.52, -0.01, 66.37
18476, -36.52, 0.84, 66.52
24236, -35.27, 0.66, 69.24
26016, -35.27, 0.66, 69.35
27812, -35.27, 0.81, 69.49
29604, -35.27, 0.81, 69.63
-30164, -23.79, -0.85, 66.12
-28380, -23.79, -0.85, 65.97
-26576, -23.79, 0.55, 66.06
-20868, -14.52, -0.81, 62.77
-19076, -14.52, -0.81, 62.62
-17268, -14.52, 0.33, 62.68
-11504, -5.73, -0.94, 58.81
-9768, -5.73, -0.94, 58.64
-8060, -5.73, 0.13, 58.66
-6364, -5.73, 0.13, 58.69
-720, 3.63, -1.25, 53.57
916, 3.63, -1.25, 53.35
2576, 3.63, -0.08, 53.34
4276, 3.63, -0.08, 53.32
9908, 4.45, -0.20, 52.48
11576, 4.45, -0.20, 52.44
13300, 4.45, -0.10, 52.43
18940, 5.00, -0.18, 51.69
20648, 5.00, -0.18, 51.66
22372, 5.00, -0.11, 51.64
24108, 5.00, -0.11, 51.62
29856, 0.57, 0.53, 53.83
31560, 0.57, 0.53, 53.92
-32236, 0.57, -0.01, 53.92
-26604, -8.05, 1.26, 59.04
-24892, -8.05, 1.26, 59.26
-23136, -8.05, 0.19, 59.29
-21388, -8.05, 0.19, 59.32
-15664, -17.00, 1.49, 65.49
-13892, -17.00, 1.49, 65.75
-12100, -17.00, 0.39, 65.82
-6420, -17.57, 0.48, 67.74
-4684, -17.57, 0.48, 67.83
-2936, -17.57, 0.40, 67.90
-1192, -17.57, 0.40, 67.97
4516, -15.35, 0.08, 68.29
6240, -15.35, 0.08, 68.31
7972, -15.35, 0.35, 68.37
13624, -11.07, -0.28, 67.24
15396, -11.07, -0.28, 67.19
17248, -11.07, 0.25, 67.25
22916, -11.23, 0.28, 68.37
24692, -11.23, 0.28, 68.42
26480, -11.23, 0.26, 68.47
28280, -11.23, 0.26, 68.51
-31476, -8.59, -0.12, 68.00
-29756, -8.59, -0.12, 67.98
-27992, -8.59, 0.20, 68.01
-22340, -12.40, 0.76, 71.09
-20576, -12.40, 0.76, 71.23
-18780, -12.40, 0.29, 71.27
-16920, -12.40, 0.29, 71.34
-11184, -13.58, 0.46, 73.21
-9412, -13.58, 0.46, 73.29
-7664, -13.58, 0.31, 73.34
-1956, -12.34, 0.13, 73.88
-228, -12.34, 0.13, 73.90
1472, -12.34, 0.28, 73.95
3220, -12.34, 0.28, 74.00
8836, -16.90, 0.96, 77.88
10560, -16.90, 0.96, 78.04
12396, -16.90, 0.39, 78.13
18076, -16.41, 0.32, 79.41
19856, -16.41, 0.32, 79.47
21652, -16.41, 0.38, 79.54
27404, -9.26, -0.66, 76.81
29132, -9.26, -0.66, 76.70
30892, -9.26, 0.21, 76.73
32640, -9.26, 0.21, 76.77
-27240, -7.60, -0.03, 76.64
-25516, -7.60, -0.03, 76.64
-23708, -7.60, 0.17, 76.67
-18084, -10.87, 0.66, 79.34
-16304, -10.87, 0.66, 79.46
-14508, -10.87, 0.25, 79.50
-12712, -10.87, 0.25, 79.54
-6940, -13.73, 0.66, 82.28
-5204, -13.73, 0.66, 82.39
-3456, -13.73, 0.32, 82.44
2240, -20.14, 1.25, 87.59
3968, -20.14, 1.25, 87.81
5716, -20.14, 0.46, 87.88
7464, -20.14, 0.46, 87.96
13112, -22.94, 0.88, 91.52
14948, -22.94, 0.88, 91.72
16740, -22.94, 0.53, 91.81
22404, -23.63, 0.63, 94.35
24180, -23.63, 0.63, 94.45
26040, -23.63, 0.54, 94.58
